dataset_name,is_benchmark,degree,interaction_only,max_features,mse
boston_housing,False,3.0,False,7,3.1517759304420623
boston_housing,False,4.0,True,7,3.659908417159436
boston_housing,False,4.0,False,7,3.6572551736644674
boston_housing,False,5.0,True,7,3.2305518271876315
boston_housing,False,5.0,False,7,3.793957753274955
boston_housing,False,1.0,True,8,2.846362081228518
boston_housing,False,1.0,False,8,2.846362081228518
boston_housing,False,2.0,True,8,2.9007293794669367
boston_housing,False,2.0,False,8,2.9007293794669367
boston_housing,False,3.0,True,8,3.3060400495342184
boston_housing,False,3.0,False,8,3.2375216998305976
boston_housing,False,4.0,True,8,3.496504325492709
boston_housing,False,4.0,False,8,3.3252327713311884
boston_housing,False,5.0,True,8,3.433022033467012
boston_housing,False,5.0,False,8,3.689837896122652
boston_housing,False,1.0,True,9,2.7268767123128854
boston_housing,False,1.0,False,9,2.7268767123128854
boston_housing,False,2.0,True,9,2.8697433050941017
boston_housing,False,2.0,False,9,2.8697433050941017
boston_housing,False,3.0,True,9,3.141847104652255
boston_housing,False,3.0,False,9,2.9477882590948368
boston_housing,False,4.0,True,9,3.299365754221
boston_housing,False,4.0,False,9,3.5293539561477365
boston_housing,False,5.0,True,9,3.4385233617296405
boston_housing,False,5.0,False,9,3.816510026595172
boston_housing,False,1.0,True,10,2.7562871895584413
boston_housing,False,1.0,False,10,2.7562871895584413
boston_housing,False,2.0,True,10,2.7121244926078645
boston_housing,False,2.0,False,10,2.7121244926078645
boston_housing,False,3.0,True,10,3.0006429943383908
boston_housing,False,3.0,False,10,2.945770103791181
boston_housing,False,4.0,True,10,3.758140645307653
boston_housing,False,4.0,False,10,3.3790640915141386
boston_housing,False,5.0,True,10,3.521465943841373
boston_housing,False,5.0,False,10,3.641731699775247
boston_housing,False,1.0,True,11,2.764859309850955
boston_housing,False,1.0,False,11,2.764859309850955
boston_housing,False,2.0,True,11,2.427288350871965
boston_housing,False,2.0,False,11,2.427288350871965
boston_housing,False,3.0,True,11,2.948629328783821
boston_housing,False,3.0,False,11,3.0478539223764454
boston_housing,False,4.0,True,11,3.749429337183634
boston_housing,False,4.0,False,11,3.096421464284261
boston_housing,False,5.0,True,11,3.5254538143382352
boston_housing,False,5.0,False,11,3.648684662463619
boston_housing,False,1.0,True,12,2.785037162257176
boston_housing,False,1.0,False,12,2.785037162257176
boston_housing,False,2.0,True,12,2.6272473176320394
boston_housing,False,2.0,False,12,2.6272473176320394
boston_housing,False,3.0,True,12,3.0592338047775565
boston_housing,False,3.0,False,12,2.9718152326696066
boston_housing,False,4.0,True,12,2.638850925482956
boston_housing,False,4.0,False,12,3.0819125306372546
boston_housing,False,5.0,True,12,3.3406736588945574
boston_housing,False,5.0,False,12,3.6080746940538
boston_housing,False,1.0,True,13,2.8102834131203447
boston_housing,False,1.0,False,13,2.8102834131203447
boston_housing,False,2.0,True,13,2.4433155854543047
boston_housing,False,2.0,False,13,2.4433155854543047
boston_housing,False,3.0,True,13,3.126813384598377
boston_housing,False,3.0,False,13,3.0369598360622634
boston_housing,False,4.0,True,13,3.06098201789108
boston_housing,False,4.0,False,13,2.9441971591874663
boston_housing,False,5.0,True,13,2.9694747148775584
boston_housing,False,5.0,False,13,3.573417764551499
boston_housing,False,1.0,True,14,2.8102834131203447
boston_housing,False,1.0,False,14,2.8102834131203447
boston_housing,False,2.0,True,14,2.5625036622963697
boston_housing,False,2.0,False,14,2.5625036622963697
boston_housing,False,3.0,True,14,3.0336429567898024
boston_housing,False,3.0,False,14,2.814865289014928
boston_housing,False,4.0,True,14,2.785127747292612
boston_housing,False,4.0,False,14,2.8916920792822745
boston_housing,False,5.0,True,14,2.878000513712565
boston_housing,False,5.0,False,14,3.492140434302536
boston_housing,False,2.0,True,15,2.424790941500196
boston_housing,False,2.0,False,15,2.424790941500196
boston_housing,False,3.0,True,15,3.0663418807235416
boston_housing,False,3.0,False,15,2.669276791927861
boston_housing,False,4.0,True,15,2.7751179975621847
boston_housing,False,4.0,False,15,3.086611076429779
boston_housing,False,5.0,True,15,2.826198844348683
boston_housing,False,5.0,False,15,3.439123885771807
boston_housing,False,2.0,True,16,2.506403286316816
boston_housing,False,2.0,False,16,2.506403286316816
boston_housing,False,3.0,True,16,3.076104125789567
boston_housing,False,3.0,False,16,2.6790203449772854
boston_housing,False,4.0,True,16,2.7449466312632844
boston_housing,False,4.0,False,16,2.909442293877695
boston_housing,False,5.0,True,16,2.8457647912642536
boston_housing,False,5.0,False,16,3.580667190925748
boston_housing,False,2.0,True,17,2.5514648035460823
boston_housing,False,2.0,False,17,2.5514648035460823
boston_housing,False,3.0,True,17,3.2179281608731136
boston_housing,False,3.0,False,17,2.8366355905345846
boston_housing,False,4.0,True,17,2.77060300509135
boston_housing,False,4.0,False,17,2.7141596438837987
boston_housing,False,5.0,True,17,2.914332999435126
boston_housing,False,5.0,False,17,3.101252042545992
boston_housing,False,2.0,True,18,2.4881320859871656
boston_housing,False,2.0,False,18,2.4881320859871656
boston_housing,False,3.0,True,18,2.973701050702263
boston_housing,False,3.0,False,18,2.8001270967371323
boston_housing,False,4.0,True,18,2.818973064422608
boston_housing,False,4.0,False,18,2.771846141067205
boston_housing,False,5.0,True,18,2.7057051509034395
boston_housing,False,5.0,False,18,3.126102608325436
boston_housing,False,2.0,True,19,2.5592498826045618
boston_housing,False,2.0,False,19,2.5592498826045618
boston_housing,False,3.0,True,19,3.0273191377228383
boston_housing,False,3.0,False,19,2.771891589258231
boston_housing,False,4.0,True,19,2.7857125170090624
boston_housing,False,4.0,False,19,2.5267547233431946
boston_housing,False,5.0,True,19,2.4763390849618347
boston_housing,False,5.0,False,19,2.7769795184041937
boston_housing,False,2.0,True,20,2.5121726260465733
boston_housing,False,2.0,False,20,2.5121726260465733
boston_housing,False,3.0,True,20,3.0627359240662817
boston_housing,False,3.0,False,20,2.7133462344898898
boston_housing,False,4.0,True,20,2.7310708204905194
boston_housing,False,4.0,False,20,2.503852978874655
boston_housing,False,5.0,True,20,2.6597957068798594
boston_housing,False,5.0,False,20,2.733238795224358
boston_housing,False,2.0,True,21,2.4865521991954127
boston_housing,False,2.0,False,21,2.4865521991954127
boston_housing,False,3.0,True,21,3.043199001574049
boston_housing,False,3.0,False,21,2.803835613587323
boston_housing,False,4.0,True,21,2.714577867470536
boston_housing,False,4.0,False,21,2.629483113569372
boston_housing,False,5.0,True,21,2.653870603150013
boston_housing,False,5.0,False,21,2.7962856629315547
boston_housing,False,2.0,True,22,2.5028195904750445
boston_housing,False,2.0,False,22,2.5028195904750445
boston_housing,False,3.0,True,22,2.997800946703144
boston_housing,False,3.0,False,22,2.924189275853774
boston_housing,False,4.0,True,22,2.77441988178328
boston_housing,False,4.0,False,22,2.6414450776343257
boston_housing,False,5.0,True,22,2.7549334778505217
boston_housing,False,5.0,False,22,2.623068878697414
boston_housing,False,2.0,True,23,2.569543747808419
boston_housing,False,2.0,False,23,2.569543747808419
boston_housing,False,3.0,True,23,2.3676643652074474
boston_housing,False,3.0,False,23,2.7390801551295265
boston_housing,False,4.0,True,23,2.716376826342416
boston_housing,False,4.0,False,23,2.620327610128066
boston_housing,False,5.0,True,23,2.914597518771304
boston_housing,False,5.0,False,23,2.7456620515561574
boston_housing,False,2.0,True,24,2.597063026241228
boston_housing,False,2.0,False,24,2.597063026241228
boston_housing,False,3.0,True,24,2.489253780888576
boston_housing,False,3.0,False,24,2.7779809016807406
boston_housing,False,4.0,True,24,2.8264393151975145
boston_housing,False,4.0,False,24,2.4495056329988967
boston_housing,False,5.0,True,24,2.693578457364849
boston_housing,False,5.0,False,24,2.6027964479783003
boston_housing,False,2.0,True,25,2.540666950450224
boston_housing,False,2.0,False,25,2.540666950450224
boston_housing,False,3.0,True,25,2.4552288906247006
boston_housing,False,3.0,False,25,2.6140545377544333
boston_housing,False,4.0,True,25,2.792101477641685
boston_housing,False,4.0,False,25,2.454303003759945
boston_housing,False,5.0,True,25,2.73859450302872
boston_housing,False,5.0,False,25,2.683071628271365
boston_housing,False,2.0,True,26,2.5415231910406377
boston_housing,False,2.0,False,26,2.5415231910406377
boston_housing,False,3.0,True,26,2.451624232647465
boston_housing,False,3.0,False,26,2.6098976125904154
boston_housing,False,4.0,True,26,2.895082581276987
boston_housing,False,4.0,False,26,2.422716206195308
boston_housing,False,5.0,True,26,2.7518949359071017
boston_housing,False,5.0,False,26,2.7158129720126887
boston_housing,False,2.0,True,27,2.6888012166116755
boston_housing,False,2.0,False,27,2.6888012166116755
boston_housing,False,3.0,True,27,2.443454966825597
boston_housing,False,3.0,False,27,2.68598328852186
boston_housing,False,4.0,True,27,2.9338872750600182
boston_housing,False,4.0,False,27,2.442012488608267
boston_housing,False,5.0,True,27,2.681939125061036
boston_housing,False,5.0,False,27,2.670286171109069
boston_housing,False,2.0,True,28,2.637141901839013
boston_housing,False,2.0,False,28,2.637141901839013
boston_housing,False,3.0,True,28,2.643526702768662
boston_housing,False,3.0,False,28,2.741926005307365
boston_housing,False,4.0,True,28,2.7326653564677525
boston_housing,False,4.0,False,28,2.5149332785138894
boston_housing,False,5.0,True,28,2.686697086633421
boston_housing,False,5.0,False,28,2.7393187158248007
boston_housing,False,2.0,True,29,2.566806102266499
boston_housing,False,2.0,False,29,2.566806102266499
boston_housing,False,3.0,True,29,2.4310654172710344
boston_housing,False,3.0,False,29,2.8126773151696898
boston_housing,False,4.0,True,29,2.7309747060139977
boston_housing,False,4.0,False,29,2.540537122651642
boston_housing,False,5.0,True,29,2.660711997163061
boston_housing,False,5.0,False,29,2.650675175236721
boston_housing,False,2.0,True,30,2.704377776501226
boston_housing,False,2.0,False,30,2.704377776501226
boston_housing,False,3.0,True,30,2.3698648060069365
boston_housing,False,3.0,False,30,2.7467048093384387
boston_housing,False,4.0,True,30,2.6601641570820527
boston_housing,False,4.0,False,30,2.437531836827596
boston_housing,False,5.0,True,30,2.706465210634119
boston_housing,False,5.0,False,30,2.720579831740436
boston_housing,False,2.0,True,31,2.629607466155408
boston_housing,False,2.0,False,31,2.629607466155408
boston_housing,False,3.0,True,31,2.499184580410228
boston_housing,False,3.0,False,31,2.787109191744935
boston_housing,False,4.0,True,31,2.741601212819418
boston_housing,False,4.0,False,31,2.327138124727735
boston_housing,False,5.0,True,31,2.7265754980199484
boston_housing,False,5.0,False,31,2.505196763019936
boston_housing,False,2.0,True,32,2.6049759668462418
boston_housing,False,2.0,False,32,2.6049759668462418
boston_housing,False,3.0,True,32,2.470909054139081
boston_housing,False,3.0,False,32,2.8054865332210768
boston_housing,False,4.0,True,32,2.719205487008188
boston_housing,False,4.0,False,32,2.356738501904057
boston_housing,False,5.0,True,32,2.51720539448308
boston_housing,False,5.0,False,32,2.576932672425812
boston_housing,False,2.0,True,33,2.6617233977598302
boston_housing,False,2.0,False,33,2.6617233977598302
boston_housing,False,3.0,True,33,2.49606920784595
boston_housing,False,3.0,False,33,2.808206701278686
boston_housing,False,4.0,True,33,2.827369674046835
boston_housing,False,4.0,False,33,2.408148155025408
boston_housing,False,5.0,True,33,2.643639934764189
boston_housing,False,5.0,False,33,2.5940452052097696
boston_housing,False,2.0,True,34,2.6177012406143487
boston_housing,False,2.0,False,34,2.6177012406143487
boston_housing,False,3.0,True,34,2.5125005142361507
boston_housing,False,3.0,False,34,2.7053978732987947
boston_housing,False,4.0,True,34,2.634526049857046
boston_housing,False,4.0,False,34,2.4523360214981373
boston_housing,False,5.0,True,34,2.59165511972764
boston_housing,False,5.0,False,34,2.637641821655573
boston_housing,False,2.0,True,35,2.644535992192288
boston_housing,False,2.0,False,35,2.644535992192288
boston_housing,False,3.0,True,35,2.5109703176161817
boston_housing,False,3.0,False,35,2.618985939960853
boston_housing,False,4.0,True,35,2.638055633096134
boston_housing,False,4.0,False,35,2.4559185542312325
boston_housing,False,5.0,True,35,2.5445271258260687
boston_housing,False,5.0,False,35,2.771365403194053
boston_housing,False,2.0,True,36,2.719103640201045
boston_housing,False,2.0,False,36,2.719103640201045
boston_housing,False,3.0,True,36,2.5224898946051506
boston_housing,False,3.0,False,36,2.641412675146963
boston_housing,False,4.0,True,36,2.645589506859873
boston_housing,False,4.0,False,36,2.3974812012092737
boston_housing,False,5.0,True,36,2.582444589278277
boston_housing,False,5.0,False,36,2.6595846811930337
boston_housing,False,2.0,True,37,2.58016471675798
boston_housing,False,2.0,False,37,2.58016471675798
boston_housing,False,3.0,True,37,2.545483487260108
boston_housing,False,3.0,False,37,2.699359905953501
boston_housing,False,4.0,True,37,2.6947346481622434
boston_housing,False,4.0,False,37,2.428159110686358
boston_housing,False,5.0,True,37,2.56291335143295
boston_housing,False,5.0,False,37,2.5525332020778286
boston_housing,False,2.0,True,38,2.6310984153373567
boston_housing,False,2.0,False,38,2.6310984153373567
boston_housing,False,3.0,True,38,2.6494530602997424
boston_housing,False,3.0,False,38,2.7013477288040457
boston_housing,False,4.0,True,38,2.5933293052748136
boston_housing,False,4.0,False,38,2.5646336733126174
boston_housing,False,5.0,True,38,2.437034174040252
boston_housing,False,5.0,False,38,2.5956054126515107
boston_housing,False,2.0,True,39,2.589037220150817
boston_housing,False,2.0,False,39,2.589037220150817
boston_housing,False,3.0,True,39,2.6391533468283863
boston_housing,False,3.0,False,39,2.7237954111660234
boston_housing,False,4.0,True,39,2.608843673444262
boston_housing,False,4.0,False,39,2.571874756906547
boston_housing,False,5.0,True,39,2.5054403510748173
boston_housing,False,5.0,False,39,2.607783546634749
boston_housing,False,2.0,True,40,2.629115618911444
boston_housing,False,2.0,False,40,2.629115618911444
boston_housing,False,3.0,True,40,2.653826214285458
boston_housing,False,3.0,False,40,2.6821934868307675
boston_housing,False,4.0,True,40,2.645809771967869
boston_housing,False,4.0,False,40,2.3817730763379266
boston_housing,False,5.0,True,40,2.5150645770278635
boston_housing,False,5.0,False,40,2.597323464412315
boston_housing,False,2.0,True,41,2.6914585291170607
boston_housing,False,2.0,False,41,2.6914585291170607
boston_housing,False,3.0,True,41,2.536011173210892
boston_housing,False,3.0,False,41,2.682441348655551
boston_housing,False,4.0,True,41,2.5868271491106825
boston_housing,False,4.0,False,41,2.443225847506055
boston_housing,False,5.0,True,41,2.610368298549279
boston_housing,False,5.0,False,41,2.645888696932325
boston_housing,False,2.0,True,42,2.632795588175456
boston_housing,False,2.0,False,42,2.632795588175456
boston_housing,False,3.0,True,42,2.4678391718396955
boston_housing,False,3.0,False,42,2.857519005794152
boston_housing,False,4.0,True,42,2.711859945222443
boston_housing,False,4.0,False,42,2.472028062857833
boston_housing,False,5.0,True,42,2.3933528731851013
boston_housing,False,5.0,False,42,2.611941748039395
boston_housing,False,2.0,True,43,2.7392755452324367
boston_housing,False,2.0,False,43,2.7392755452324367
boston_housing,False,3.0,True,43,2.454952034295774
boston_housing,False,3.0,False,43,2.772248823502484
boston_housing,False,4.0,True,43,2.70280689164704
boston_housing,False,4.0,False,43,2.525894484800451
boston_housing,False,5.0,True,43,2.519639431261549
boston_housing,False,5.0,False,43,2.538462208766563
boston_housing,False,2.0,True,44,2.7296169318404853
boston_housing,False,2.0,False,44,2.7296169318404853
boston_housing,False,3.0,True,44,2.4133604059032367
boston_housing,False,3.0,False,44,2.802781299516268
boston_housing,False,4.0,True,44,2.7482997286553474
boston_housing,False,4.0,False,44,2.485168376623415
boston_housing,False,5.0,True,44,2.4969831036586387
boston_housing,False,5.0,False,44,2.4504038633084764
